bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,month_sold,house_age,years_since_reno,recently_renovated,has_basement,sqft_vs_neighbors,dist_to_seattle,top_grade,grade_x_sqft,basement_ratio,zip_median_price
3,1.0,1280,3900,1.0,0,0,4,7,1280,0,47.6545,-122.336,2020,4560,3,94,94,0,0,-740,0.048457197607783484,0,8960,0.0,550000.0
3,1.5,1170,9848,1.0,0,0,3,7,1170,0,47.7612,-122.234,2220,5542,4,52,52,0,0,-1050,0.18343557452141282,0,8190,0.0,445000.0
4,2.25,2700,8580,2.0,0,0,3,8,2700,0,47.2087,-122.009,2420,8580,9,23,23,0,0,280,0.5122498023425666,0,21600,0.0,279500.0
3,2.25,1800,7371,1.0,0,0,3,7,1280,520,47.7584,-122.145,1960,7675,9,36,36,0,1,-160,0.2411871679837062,0,12600,0.28888888888888886,515000.0
4,2.5,3670,54450,2.0,0,0,3,10,3670,0,47.6211,-122.016,2900,49658,6,16,16,0,0,770,0.3164509756660494,1,36700,0.0,642000.0
3,2.0,2350,266151,1.5,0,0,3,7,2350,0,47.6609,-121.892,2270,222156,12,32,32,0,0,80,0.44348630193051125,0,16450,0.0,415000.0
4,1.75,3100,21303,1.0,0,1,4,9,3100,0,47.5847,-122.081,3480,9697,9,53,53,0,0,-380,0.2520187691422944,0,27900,0.0,739999.0
3,1.0,1120,9656,1.0,0,0,5,7,1120,0,47.567,-122.139,1720,9908,10,60,60,0,0,-600,0.19703870178216393,0,7840,0.0,760184.5
5,1.5,1900,10226,1.0,0,0,3,7,1130,770,47.7226,-122.227,1690,10227,5,54,54,0,1,210,0.1568278355394802,0,13300,0.4052631578947368,445950.0
2,2.5,1350,944,2.0,0,0,3,9,870,480,47.5591,-122.385,1440,1350,10,11,11,0,1,-90,0.07082951362250696,0,12150,0.35555555555555557,562750.0
5,1.0,1410,6400,1.0,0,0,5,7,960,450,47.4207,-122.334,1400,6500,5,60,60,0,1,10,0.18550973020303207,0,9870,0.3191489361702128,265000.0
3,1.75,1560,9514,1.0,0,0,4,7,1560,0,47.4088,-122.21,1550,9600,10,48,48,0,0,10,0.23211025397427296,0,10920,0.0,288000.0
3,1.5,1090,5003,1.0,0,0,3,7,1090,0,47.703,-122.321,1540,5279,4,53,53,0,0,-450,0.09743433686334772,0,7630,0.0,425000.0
2,2.75,1465,972,2.0,0,0,3,7,1050,415,47.621,-122.298,1480,1430,10,9,9,0,1,-15,0.03717324306540524,0,10255,0.2832764505119454,915000.0
3,2.25,1790,6930,1.0,0,0,3,7,1390,400,47.3536,-122.317,1810,7420,11,41,41,0,1,-20,0.25305092372880333,0,12530,0.22346368715083798,267475.0
3,1.5,1300,7313,1.0,0,0,4,7,1300,0,47.4568,-122.21,1770,8075,3,47,47,0,0,-470,0.1929475835557439,0,9100,0.0,294950.0
3,1.75,1920,9512,1.0,0,0,3,8,1440,480,47.7606,-122.167,1820,9512,2,35,35,0,1,100,0.22604727381677722,0,15360,0.25,470000.0
3,3.0,1420,991,2.0,0,0,3,8,1040,380,47.6408,-122.327,1500,1301,4,10,10,0,1,-80,0.03497384737199807,0,11360,0.2676056338028169,700000.0
5,3.5,3760,4857,2.0,0,3,3,9,2820,940,47.7398,-122.167,3000,5693,9,11,11,0,1,760,0.2123840154060536,0,33840,0.25,515000.0
2,1.0,930,3447,1.0,0,0,4,8,930,0,47.3822,-122.318,1160,3447,8,37,37,0,0,-230,0.22444333360561558,0,7440,0.0,265000.0
4,2.0,1580,9600,1.0,0,0,5,7,1050,530,47.4091,-122.313,1710,9600,8,50,50,0,1,-130,0.19802328145952783,0,11060,0.33544303797468356,265000.0
4,2.5,2170,8518,1.0,0,3,3,7,1350,820,47.5073,-122.234,1880,7680,6,60,60,0,1,290,0.13930118448886405,0,15190,0.3778801843317972,278277.0
3,1.75,2040,15695,1.0,0,0,4,8,2040,0,47.4155,-122.339,2280,14400,8,56,56,0,0,-240,0.19082478874611622,0,16320,0.0,390000.0
4,2.75,3430,15877,1.0,0,4,3,11,3430,0,47.5364,-121.856,4080,14577,8,10,10,0,0,-650,0.48118941177046115,1,37730,0.0,502500.0
4,2.5,2160,7000,2.0,0,0,4,9,2160,0,47.5659,-122.013,2300,7440,12,26,26,0,0,-140,0.32163473071171106,0,19440,0.0,575000.0
4,2.25,2060,5649,1.0,0,0,5,8,1360,700,47.6496,-122.407,2060,5626,5,74,74,0,1,0,0.08656540879589135,0,16480,0.33980582524271846,689800.0
3,1.75,1410,4080,1.5,0,0,4,7,1410,0,47.6695,-122.32,1820,4080,8,88,88,0,0,-410,0.06444610151126176,0,9870,0.0,675000.0
4,1.5,1850,7547,1.5,0,0,4,7,1850,0,47.3714,-122.309,1730,7577,12,55,55,0,0,120,0.23593357115934122,0,12950,0.0,265000.0
2,1.0,1370,10038,1.5,0,0,4,7,1370,0,47.718999999999994,-122.339,1610,8822,2,93,93,0,0,-240,0.1130108401880033,0,9590,0.0,375000.0
5,2.75,3330,12408,1.0,0,0,3,10,1740,1590,47.6318,-122.058,2780,12000,4,39,39,0,1,550,0.2752928804019355,1,33300,0.4774774774774775,642000.0
5,2.5,1970,12375,1.0,0,0,3,8,1570,400,47.7412,-122.354,1970,8941,1,56,56,0,1,0,0.1367647981024341,0,15760,0.20304568527918782,375000.0
3,1.75,1310,8670,1.0,0,0,4,6,1310,0,47.3156,-122.186,2622,7191,8,31,31,0,0,-1312,0.3252592350725737,0,7860,0.0,309780.0
3,1.75,1640,4579,1.0,0,0,4,6,1640,0,47.7061,-122.352,1580,5040,9,99,99,0,0,60,0.10186275079733463,0,9840,0.0,375000.0
4,2.25,1600,6202,2.0,0,0,4,7,1600,0,47.3784,-122.046,1530,6298,11,29,29,0,0,70,0.36571307058949293,0,11200,0.0,342000.0
3,1.0,1230,9440,1.0,0,0,3,7,1230,0,47.4657,-121.747,1230,10296,4,37,37,0,0,0,0.6017327147496615,0,8610,0.0,399500.0
3,2.5,2240,3691,2.0,0,0,3,7,2240,0,47.3364,-122.169,2619,3691,11,12,12,0,0,-379,0.31526758475936273,0,15680,0.0,309780.0
3,2.5,2190,7904,2.0,0,0,3,8,2190,0,47.2617,-122.21,2190,7669,2,20,20,0,0,0,0.3654978248909332,0,17520,0.0,309780.0
3,1.0,990,10752,1.5,0,0,4,7,990,0,47.7648,-122.35,1820,7600,8,86,86,0,0,-830,0.15960692340872892,0,6930,0.0,375000.0
2,1.5,1010,7719,2.0,0,0,3,7,1010,0,47.5128,-122.189,1210,7719,6,34,34,0,0,-200,0.17088349832561842,0,7070,0.0,380000.0
4,2.5,2920,14210,2.0,0,0,4,10,2920,0,47.6196,-122.15,2840,13702,12,37,37,0,0,80,0.18259236019066283,1,29200,0.0,555000.0
4,2.5,2310,5573,2.0,0,0,4,9,2310,0,47.5197,-122.2,2310,6189,8,12,12,0,0,0,0.15790079163828977,0,20790,0.0,380000.0
3,2.5,3470,12076,2.0,0,3,3,10,2560,910,47.5319,-122.238,3590,17677,7,27,27,0,1,-120,0.11989703916277353,1,34700,0.2622478386167147,993500.0
2,1.0,1220,6000,1.0,0,0,3,6,880,340,47.5647,-122.27,1220,6840,8,77,77,0,1,0,0.07469042776688355,0,7320,0.2786885245901639,367500.0
3,2.25,1550,5401,2.0,0,0,3,7,1550,0,47.736999999999995,-121.967,1740,4485,4,15,15,0,0,-190,0.38782296218764173,0,10850,0.0,401250.0
4,2.5,2070,6180,2.0,0,0,3,8,2070,0,47.4915,-122.183,1250,6018,4,8,8,0,0,820,0.18811406114375614,0,16560,0.0,380000.0
3,1.75,2060,3600,1.5,0,0,3,7,1180,880,47.6389,-122.371,1730,2475,11,110,30,0,1,330,0.0508183037890852,0,14420,0.42718446601941745,744975.0
3,2.5,1690,4851,2.0,0,0,3,7,1690,0,47.6795,-122.034,2330,4851,4,11,11,0,0,-640,0.30697964101873926,0,11830,0.0,634900.0
4,2.5,2550,7555,2.0,0,0,3,8,2550,0,47.2614,-122.29,2550,6800,10,14,14,0,0,0,0.3473606915009221,0,20400,0.0,260000.0
5,3.25,3370,7947,2.0,0,0,3,10,3370,0,47.6906,-122.202,2040,7900,6,14,14,0,0,1330,0.1550785929778835,1,33700,0.0,678000.0
4,3.0,2230,52983,2.0,0,0,3,8,2230,0,47.3577,-122.195,2060,8755,5,24,24,0,0,170,0.28381095820986374,0,17840,0.0,282255.0
4,2.5,2382,5899,2.0,0,0,3,8,2382,0,47.2793,-122.295,2382,5897,8,4,4,0,0,0,0.32899851063492813,0,19056,0.0,267475.0
3,2.25,1620,7566,2.0,0,0,3,7,1620,0,47.3566,-122.039,1470,7566,2,25,25,0,0,150,0.38497762272630576,0,11340,0.0,342000.0
3,1.0,1140,6120,1.5,0,0,3,7,1140,0,47.6822,-122.309,1800,4080,2,89,89,0,0,-660,0.07943305357343411,0,7980,0.0,567000.0
3,2.5,2140,40173,2.0,0,0,4,8,2140,0,47.4786,-122.066,2380,43016,10,25,25,0,0,-240,0.2951117923770538,0,17120,0.0,570500.0
3,1.5,1900,7584,1.0,0,0,5,7,1900,0,47.5091,-122.19,1410,7584,8,53,53,0,0,490,0.17210700160075035,0,13300,0.0,380000.0
4,3.0,3370,7920,1.0,0,3,3,10,1860,1510,47.6773,-122.403,2730,7380,5,27,27,0,1,640,0.10040926252095189,1,33700,0.44807121661721067,544000.0
3,2.75,2300,8000,1.0,0,0,3,7,1430,870,47.3293,-122.306,2070,10200,8,50,50,0,1,230,0.27812734493393254,0,16100,0.3782608695652174,267475.0
4,2.0,2040,5050,1.0,0,0,5,7,1160,880,47.6885,-122.324,2040,5050,2,78,78,0,1,0,0.08269764204618776,0,14280,0.43137254901960786,567000.0
4,1.75,1840,10528,1.0,0,0,3,7,1210,630,47.2987,-122.385,1620,9331,11,25,25,0,1,220,0.31201708286567204,0,12880,0.3423913043478261,268450.0
4,2.5,2860,3345,2.0,0,0,3,8,2190,670,47.7735,-122.158,2860,3596,5,11,11,0,1,0,0.24145413643174063,0,22880,0.23426573426573427,515000.0
3,1.5,1400,7550,1.0,0,0,4,7,1400,0,47.7566,-122.337,1730,7562,3,62,62,0,0,-330,0.15047979930874228,0,9800,0.0,375000.0
3,1.0,990,7520,1.0,0,0,4,7,990,0,47.285,-122.207,990,7440,3,57,57,0,0,0,0.3447019727242706,0,6930,0.0,235000.0
3,2.0,3120,42247,1.0,0,0,4,7,2150,970,47.3925,-122.137,2100,43416,8,35,35,0,1,1020,0.28936430325802087,0,21840,0.3108974358974359,291500.0
3,2.5,1640,5707,2.0,0,0,3,7,1640,0,47.4016,-122.209,1850,5827,4,20,20,0,0,-210,0.23877765808382942,0,11480,0.0,288000.0
3,1.75,2820,8879,1.0,0,0,5,7,1540,1280,47.5094,-122.376,1640,7850,11,95,58,0,1,1180,0.10628946325953965,0,19740,0.45390070921985815,305000.0
3,2.75,1970,5200,1.5,0,3,3,8,1970,0,47.5374,-122.388,2140,5200,3,100,13,0,0,-170,0.08864677095078732,0,15760,0.0,489950.0
5,2.5,2840,15598,1.0,0,0,4,8,1470,1370,47.4693,-122.117,2570,14930,7,40,40,0,1,270,0.2549698413538314,0,22720,0.4823943661971831,435000.0
3,2.5,2370,15375,2.0,0,2,3,9,2370,0,47.3803,-122.147,2450,9800,10,22,22,0,0,-80,0.2920493451456416,0,21330,0.0,291500.0
3,2.5,2610,7301,2.0,0,0,3,8,2610,0,47.7614,-122.139,2460,7181,10,11,11,0,0,150,0.24773907644939797,0,20880,0.0,515000.0
3,2.0,1340,1951,1.0,0,0,3,6,670,670,47.5763,-122.309,1520,2248,4,100,100,0,1,-180,0.0377838589876662,0,8040,0.5,450000.0
4,2.0,1300,7200,1.0,0,0,3,7,1300,0,47.6169,-122.294,1540,6600,2,57,57,0,0,-240,0.03957398135138794,0,9100,0.0,572000.0
4,2.5,3340,34238,1.0,0,0,4,8,2060,1280,47.7654,-122.076,2400,36590,10,38,38,0,1,940,0.3015490838984614,0,26720,0.38323353293413176,652475.0
3,3.0,2630,4896,2.0,0,0,3,9,2630,0,47.6932,-122.133,2880,4972,6,9,9,0,0,-250,0.21727818574352994,0,23670,0.0,615000.0
5,1.75,1960,3748,1.0,0,0,3,7,980,980,47.7027,-122.349,1410,3844,8,50,50,0,1,550,0.09796866846089121,0,13720,0.5,375000.0
3,1.0,1090,6125,1.0,0,0,4,6,790,300,47.5343,-122.37,1050,6125,8,70,70,0,1,40,0.08127742614035272,0,6540,0.27522935779816515,395750.0
2,1.0,1550,4600,1.0,0,0,4,7,1050,500,47.68600000000001,-122.384,1550,4600,11,74,74,0,1,0,0.09519269929990055,0,10850,0.3225806451612903,544000.0
3,2.5,1770,2677,2.0,0,0,3,7,1770,0,47.4339,-122.194,1550,1798,3,10,10,0,0,220,0.2208141752696108,0,12390,0.0,294950.0
3,1.0,1390,10500,1.5,0,0,3,6,1390,0,47.567,-121.893,1350,9800,3,75,75,0,0,40,0.4408462884044696,0,8340,0.0,462500.0
3,2.5,2979,17313,2.0,0,2,3,11,2979,0,47.5503,-122.118,3890,14797,8,22,22,0,0,-911,0.22127724690984604,1,32769,0.0,760184.5
2,1.0,830,7609,1.0,0,0,3,6,830,0,47.5057,-122.348,1170,7609,11,72,72,0,0,-340,0.10174998771499105,0,4980,0.0,305000.0
3,2.75,1560,77536,1.0,0,0,3,7,1400,160,47.7695,-122.126,2210,41449,8,37,37,0,1,-650,0.2629526573358722,0,10920,0.10256410256410256,515000.0
3,1.5,1360,7488,1.0,0,0,4,7,1050,310,47.3314,-122.275,1580,7508,12,40,40,0,1,-220,0.280669645669065,0,9520,0.22794117647058823,260000.0
4,2.0,1650,5974,1.0,0,0,5,7,860,790,47.5008,-122.257,1940,6001,10,43,43,0,1,-290,0.12941858444597296,0,11550,0.47878787878787876,278277.0
2,1.75,1510,5319,2.0,0,0,4,8,1510,0,47.6647,-122.13,1740,6160,7,37,37,0,0,-230,0.21039643533102187,0,12080,0.0,615000.0
4,2.25,3010,10925,2.0,0,0,4,9,3010,0,47.3326,-122.201,2690,10925,3,27,27,0,0,320,0.30338782111350804,0,27090,0.0,309780.0
3,2.25,1510,6071,1.0,0,0,4,7,1150,360,47.3619,-122.077,1510,7271,12,30,30,0,1,0,0.35321169289818344,0,10570,0.23841059602649006,291500.0
3,1.75,1950,7260,1.0,0,0,3,8,1520,430,47.7187,-122.33,1950,7548,2,58,58,0,1,0,0.11251959829291676,0,15600,0.2205128205128205,375000.0
4,1.0,1800,12485,1.0,0,0,5,7,950,850,47.5729,-122.147,1290,9840,7,60,60,0,1,510,0.1880715289457633,0,12600,0.4722222222222222,760184.5
2,2.75,2810,11205,1.0,0,0,3,7,1510,1300,47.4869,-122.243,2520,13000,3,47,47,0,1,290,0.1489003022159491,0,19670,0.4626334519572954,278277.0
3,1.75,1760,8266,1.0,0,0,5,7,1760,0,47.7708,-122.339,1400,8519,3,61,61,0,0,360,0.1647445598494835,0,12320,0.0,375000.0
4,2.5,2040,5875,2.0,0,0,3,8,2040,0,47.5051,-122.17,2230,5459,10,11,11,0,0,-190,0.19104350289920605,0,16320,0.0,380000.0
4,2.0,1690,35346,1.0,0,0,3,7,1690,0,47.6149,-122.124,2050,37846,10,48,48,0,0,-360,0.20828178028814875,0,11830,0.0,545000.0
3,1.75,1530,7650,1.0,0,0,4,8,1530,0,47.4435,-122.128,1850,6804,8,38,38,0,0,-320,0.2610136011781743,0,12240,0.0,335000.0
3,1.5,1810,3880,1.5,0,0,4,8,1310,500,47.6835,-122.392,1400,3880,5,86,86,0,1,410,0.09779212647243149,0,14480,0.27624309392265195,544000.0
3,1.75,1180,14292,1.0,0,0,3,7,1180,0,47.4818,-121.733,1480,14400,6,34,34,0,0,-300,0.6118792119364669,0,8260,0.0,399500.0
4,4.0,4090,51908,2.0,0,0,3,11,4090,0,47.7226,-122.039,4290,41655,12,24,24,0,0,-200,0.31536735722011094,1,44990,0.0,652475.0
4,2.25,2250,3463,2.0,0,0,4,8,2250,0,47.6324,-122.106,1850,2811,8,47,47,0,0,400,0.22761293899952365,0,18000,0.0,615000.0
3,1.75,1070,6315,1.0,0,0,3,7,1070,0,47.2803,-122.356,1520,5707,4,23,23,0,0,-450,0.326775182656215,0,7490,0.0,268450.0
4,2.0,1820,7102,1.0,0,0,3,7,1220,600,47.7447,-122.324,1650,8184,8,65,65,0,1,170,0.13873665701608975,0,12740,0.32967032967032966,375000.0
3,0.75,1080,5025,1.0,0,0,3,5,1080,0,47.4936,-122.335,1370,6000,12,67,67,0,0,-290,0.11263733839184983,0,5400,0.0,305000.0
4,2.5,2760,13093,2.0,0,0,4,9,2760,0,47.5845,-122.06,2810,13545,9,26,26,0,0,-50,0.27296391702933415,0,24840,0.0,739999.0
4,2.5,2550,4770,2.0,0,0,3,8,2550,0,47.3526,-122.0,2380,4590,6,10,10,0,0,170,0.4178556808277199,0,20400,0.0,342000.0
4,2.5,2080,8504,2.0,0,0,3,8,2080,0,47.5703,-121.998,2000,6773,8,24,24,0,0,80,0.33602324324367017,0,16640,0.0,575000.0
3,1.0,1280,5460,1.5,0,0,4,7,1280,0,47.7321,-122.334,1390,5500,5,84,84,0,0,-110,0.12591433595901777,0,8960,0.0,375000.0
2,1.0,950,6350,1.0,0,0,3,7,950,0,47.528,-122.352,1080,7620,3,64,64,0,0,-130,0.0806923168585502,0,6650,0.0,314250.0
3,1.0,1050,7577,1.0,0,0,3,7,1050,0,47.2891,-122.357,1430,7245,6,32,32,0,0,-380,0.3180761229643029,0,7350,0.0,268450.0
3,1.0,1800,7650,1.0,0,0,5,7,1800,0,47.4922,-122.178,1230,7650,6,58,58,0,0,570,0.19168414123239536,0,12600,0.0,380000.0
4,2.75,3840,10004,1.0,0,2,4,9,2110,1730,47.5606,-122.225,3500,12118,4,52,52,0,1,340,0.11640347932944527,0,34560,0.4505208333333333,993500.0
4,3.25,3674,12793,2.0,0,1,3,9,3674,0,47.4357,-122.343,3220,13100,5,28,28,0,0,454,0.1708480611537677,0,33066,0.0,390000.0
4,1.0,1710,7000,1.5,0,0,3,7,1710,0,47.7037,-122.293,2030,7938,10,65,65,0,0,-320,0.10504789383894661,0,11970,0.0,425000.0
2,1.75,910,2693,1.0,0,0,3,6,910,0,47.3493,-122.025,1360,2693,10,12,12,0,0,-450,0.40038483987283474,0,5460,0.0,342000.0
3,1.5,1340,25160,1.0,0,0,3,7,1340,0,47.475,-122.111,1440,23680,4,47,47,0,0,-100,0.2570965771845217,0,9380,0.0,435000.0
4,2.75,2340,11034,1.0,0,0,3,8,1720,620,47.7686,-122.278,2370,11941,6,48,48,0,1,-30,0.17117409266591257,0,18720,0.26495726495726496,375000.0
3,1.5,1510,8360,1.0,0,0,3,7,1120,390,47.6119,-122.133,1700,8360,11,55,55,0,1,-190,0.1991815754531541,0,10570,0.2582781456953642,555000.0
4,2.5,2630,15000,2.0,0,0,5,8,2630,0,47.5262,-122.028,1770,8700,10,53,53,0,0,860,0.31444683175378685,0,21040,0.0,570500.0
5,2.25,3100,97661,2.0,0,0,3,9,3100,0,47.6624,-122.062,2370,53993,3,29,29,0,0,730,0.275884849167183,0,27900,0.0,634900.0
3,1.0,940,3000,1.5,0,0,3,7,940,0,47.6033,-122.3,1210,3500,1,112,112,0,0,-270,0.032230730677414214,0,6580,0.0,572000.0
2,2.25,1370,1248,2.0,0,0,3,7,1200,170,47.6399,-122.32,1800,3360,4,15,15,0,1,-430,0.03580642400463674,0,9590,0.12408759124087591,700000.0
3,2.5,2480,5082,2.0,0,0,3,7,2480,0,47.5297,-121.846,2480,5874,3,11,11,0,0,0,0.49208277758929336,0,17360,0.0,502500.0
2,1.5,1068,1158,2.0,0,0,3,7,1068,0,47.753,-122.244,1078,1278,12,25,25,0,0,-10,0.17120703840671736,0,7476,0.0,445000.0
4,2.75,2390,9650,1.0,0,2,3,8,1620,770,47.3438,-122.322,2390,10000,11,39,39,0,1,0,0.2625943068689792,0,19120,0.32217573221757323,267475.0
4,1.75,2170,4600,1.0,0,0,3,7,1270,900,47.6894,-122.384,1750,4000,5,65,65,0,1,420,0.09806044054561457,0,15190,0.4147465437788018,544000.0
3,2.5,1520,9864,1.0,0,0,3,7,1160,360,47.3186,-122.171,1580,7425,9,22,22,0,1,-60,0.3296467351574949,0,10640,0.23684210526315788,309780.0
4,1.5,2210,10497,1.0,0,0,4,8,1650,560,47.4321,-122.347,1840,12697,2,62,62,0,1,370,0.17473643008829298,0,17680,0.25339366515837103,390000.0
5,2.5,3200,7863,1.0,0,3,5,8,1600,1600,47.6398,-122.39,2640,7680,9,56,56,0,1,560,0.06694303548540662,0,25600,0.5,689800.0
3,1.5,1160,10125,1.0,0,0,4,7,1160,0,47.4919,-122.151,1440,10018,3,56,56,0,0,-280,0.21415344965701644,0,8120,0.0,435000.0
4,2.5,2670,5895,2.0,0,0,3,8,2670,0,47.6066,-122.016,2820,6531,8,16,16,0,0,-150,0.31610025308435724,0,21360,0.0,642000.0
3,2.5,2520,10012,2.0,0,0,3,10,2520,0,47.6295,-122.051,2680,10071,4,28,28,0,0,-160,0.2820639998298208,1,25200,0.0,642000.0
2,1.0,760,5500,1.5,0,0,3,5,760,0,47.5045,-122.329,1040,5515,6,68,68,0,0,-280,0.10174723583469099,0,3800,0.0,235000.0
3,1.75,1310,5000,2.0,0,0,4,7,1310,0,47.6722,-122.379,1270,4750,1,114,114,0,0,40,0.08096672155892282,0,9170,0.0,529950.0
4,2.5,2750,13950,1.0,0,3,4,8,1380,1370,47.4938,-122.364,2460,13950,4,67,67,0,1,290,0.11683907736712355,0,22000,0.49818181818181817,305000.0
5,2.25,1790,10300,1.0,0,0,3,7,1270,520,47.7718,-122.292,1790,10300,12,54,54,0,1,0,0.1703859442559711,0,12530,0.2905027932960894,375000.0
3,2.5,1790,7167,2.0,0,0,3,8,1790,0,47.6176,-122.045,1680,7418,5,26,26,0,0,110,0.28732624314530913,0,14320,0.0,642000.0
4,2.5,2400,11640,1.0,0,0,5,8,1800,600,47.4485,-122.139,2440,10823,5,47,47,0,1,-40,0.24931285566532654,0,19200,0.25,335000.0
4,2.25,2420,10200,2.0,0,0,4,9,2420,0,47.5336,-122.225,2390,10200,6,42,42,0,0,30,0.1293876732923224,0,21780,0.0,993500.0
3,1.75,1710,8767,1.0,0,0,4,8,1710,0,47.6945,-122.188,2050,9200,7,29,29,0,0,-340,0.16900207099322143,0,13680,0.0,678000.0
3,1.75,2000,7480,1.0,0,0,3,8,1320,680,47.7734,-122.359,2000,8610,8,43,43,0,1,0,0.16935008119277728,0,16000,0.34,554000.0
3,2.25,1580,11580,1.0,0,0,4,8,1580,0,47.5503,-122.155,2630,10009,8,36,36,0,0,-1050,0.18571273515835862,0,12640,0.0,760184.5
4,2.75,2310,10232,1.0,0,0,5,8,1310,1000,47.5515,-122.153,2820,9886,11,35,35,0,1,-510,0.18726692179879836,0,18480,0.4329004329004329,760184.5
4,3.0,3580,9316,2.5,0,0,3,10,2370,1210,47.595,-122.133,2580,9242,7,24,24,0,1,1000,0.19941476876099373,1,35800,0.33798882681564246,555000.0
4,4.0,4320,8709,2.0,0,0,3,11,3190,1130,47.5369,-122.07,4010,8321,8,9,9,0,1,310,0.2711068055213697,1,47520,0.26157407407407407,570500.0
3,2.5,2560,35265,2.0,0,0,3,9,2560,0,47.7354,-122.095,2820,35496,12,34,34,0,0,-260,0.2700167587391538,0,23040,0.0,515000.0
4,2.5,3220,18618,2.0,0,1,3,10,3220,0,47.5326,-122.181,2650,11896,2,24,24,0,0,570,0.16807191912987643,1,32200,0.0,380000.0
3,2.0,1660,13085,1.0,0,0,3,7,1010,650,47.3298,-122.277,1660,7778,12,30,30,0,1,0,0.281838553076049,0,11620,0.39156626506024095,260000.0
4,1.75,2420,8400,1.0,0,0,5,7,1620,800,47.5017,-122.165,1660,8400,10,51,51,0,1,760,0.19708541295589896,0,16940,0.3305785123966942,380000.0
7,3.5,2870,29699,1.0,0,0,3,7,1520,1350,47.7153,-122.327,1380,7555,5,54,54,0,1,1490,0.10921913751719314,0,20090,0.47038327526132406,425000.0
2,1.0,830,7200,1.0,0,0,2,6,830,0,47.5604,-122.275,1150,6600,1,95,95,0,0,-320,0.0731987021742803,0,4980,0.0,367500.0
4,2.25,1710,7000,1.0,0,0,4,7,1040,670,47.718999999999994,-122.217,1780,6500,10,43,43,0,1,-70,0.16115784188179608,0,11970,0.391812865497076,445950.0
5,2.5,2600,4641,2.0,0,0,3,7,2600,0,47.4325,-122.146,2330,4589,8,10,10,0,0,270,0.25456806555418504,0,18200,0.0,335000.0
1,1.0,670,4920,1.0,0,0,3,5,670,0,47.5342,-122.373,1050,4920,10,95,95,0,0,-380,0.08280585728075655,0,3350,0.0,395750.0
3,1.5,1500,11975,1.0,0,0,4,7,1500,0,47.4658,-121.758,1510,13875,2,45,45,0,0,-10,0.5910185868481646,0,10500,0.0,399500.0
3,3.25,1460,1254,3.0,0,0,3,8,1460,0,47.6535,-122.353,1400,1255,10,15,15,0,0,60,0.05171170080358878,0,11680,0.0,550000.0
2,2.0,1540,7110,1.0,0,0,3,7,960,580,47.6932,-122.395,1860,7065,8,66,66,0,1,-320,0.10735646231130765,0,10780,0.37662337662337664,544000.0
3,1.75,1250,8084,1.0,0,0,4,7,1250,0,47.3364,-122.276,1340,7680,11,48,48,0,0,-90,0.2755707713092991,0,8750,0.0,260000.0
4,2.0,2230,9900,1.5,0,0,5,9,2230,0,47.5979,-122.173,2510,11041,6,56,56,0,0,-280,0.15931635195421223,0,20070,0.0,765475.0
2,1.75,1800,224769,1.0,0,0,3,7,1420,380,47.4327,-122.06,1620,112384,9,65,7,1,1,180,0.3227083203141787,0,12600,0.2111111111111111,342000.0
4,2.5,2400,7292,1.0,0,0,3,8,1530,870,47.7749,-122.339,1710,7909,3,35,35,0,1,690,0.16884104951107246,0,19200,0.3625,375000.0
4,2.0,2370,76665,2.0,0,0,4,8,2370,0,47.2831,-122.279,2110,19334,7,37,37,0,0,260,0.327434298753204,0,18960,0.0,260000.0
2,2.0,1830,3600,1.0,0,0,4,7,1230,600,47.6359,-122.351,2020,3600,9,89,89,0,1,-190,0.035203692988094004,0,12810,0.32786885245901637,736000.0
3,2.25,1480,1384,3.0,0,0,3,8,1480,0,47.691,-122.342,1310,1329,2,7,7,0,0,170,0.085375933377037,0,11840,0.0,550000.0
4,2.5,2620,8331,2.0,0,0,3,9,2620,0,47.4357,-122.159,2760,8174,7,24,24,0,0,-140,0.2429688457395274,0,23580,0.0,335000.0
3,1.0,1300,5782,1.0,0,0,4,6,1300,0,47.523999999999994,-121.821,1020,7200,7,56,56,0,0,280,0.517667895469673,0,7800,0.0,502500.0
4,1.5,3120,7680,1.0,0,3,3,8,1660,1460,47.646,-122.39,2900,7680,8,59,59,0,1,220,0.07025987475081626,0,24960,0.46794871794871795,689800.0
4,2.5,2400,10364,2.0,0,0,3,8,2400,0,47.4832,-121.799,2390,9918,4,20,20,0,0,10,0.5471056662108252,0,19200,0.0,399500.0
3,2.5,1430,9240,2.0,0,0,3,7,1430,0,47.6258,-122.058,1480,8125,7,31,31,0,0,-50,0.2747998726346037,0,10010,0.0,642000.0
3,2.5,2480,7428,2.0,0,0,3,9,2480,0,47.5489,-122.185,2600,8322,3,25,25,0,0,-120,0.15786608248765216,0,22320,0.0,760184.5
3,2.5,2280,4757,2.0,0,0,3,8,2280,0,47.5901,-122.018,2280,4534,4,12,12,0,0,0,0.31451235269858274,0,18240,0.0,739999.0
3,1.75,1390,9328,1.0,0,0,4,7,1390,0,47.2766,-122.146,1550,8374,1,28,28,0,0,-160,0.37850940543135525,0,9730,0.0,309780.0
